x1,x2,label
-0.7835259583449966,0.5021609501061586,0.0
0.18737125145621494,0.3794721168626903,1.0
0.2656723508463228,0.27939911844766785,1.0
-0.13469954919459834,-0.8879732857778126,0.0
0.32966252505068677,-0.4808921308868586,1.0
0.0837165745498544,0.5762009587688112,1.0
-0.5193688398103388,-0.16899216378263981,1.0
-0.14245906703516575,0.34846907763427964,1.0
0.3336402066449168,-0.40003295760820967,1.0
1.003449101201556,0.15099801029439877,0.0
-0.04343163170152682,0.4991093169019393,1.0
-0.4534303872452104,-0.09191093204307507,1.0
-0.09686510206596693,0.8569811349875922,0.0
0.35611156148732426,0.7887975634648001,0.0
-0.17245261653496977,-0.8895705174270987,0.0
0.4577063665155224,-0.40878218952984985,1.0
-1.040890789942395,0.32987171107711044,0.0
0.4324017570765514,-0.1951095443326819,1.0
-0.42132318766824756,-0.23520463710442785,1.0
0.0993720820284964,0.4001385952300114,1.0
0.30922733733374547,-0.3667495077931816,1.0
0.1148003735938983,0.5029630212497822,1.0
0.21511920674926666,-0.9760895022765184,0.0
-0.5791786803101241,-0.35176908900246057,1.0
0.6354297446358133,0.2615362410968629,1.0
-0.23822799754101692,0.3846465677738458,1.0
-0.9564907075453257,0.1978901680601998,0.0
0.18849083177611237,0.39768986670804235,1.0
-0.8397259869195763,-0.14861008071973492,0.0
0.39709822689733654,-0.24081199194260328,1.0
0.00491834815869217,0.5520082537036506,1.0
0.5218186716697109,0.35640335017335417,1.0
0.4563332908373956,-0.06397283479981916,1.0
0.07041110221415812,-0.6495679516257016,1.0
0.7198012952639059,0.3551980781762988,1.0
-0.9134624590619433,0.48054924121274906,0.0
0.6262800452971529,0.06099715325042717,1.0
0.6299107955258899,0.9410537465529604,0.0
-1.0998841408824191,-0.0037146508762619795,0.0
1.0916474001467897,0.014670688636754692,0.0
1.0780242511803928,0.1555766432473621,0.0
-0.2586904514061672,0.24420427684843501,1.0
-0.08007002979354144,0.503512862646462,1.0
1.0767565123534226,0.15972899092882945,0.0
-0.3729787098467236,-0.3740038095554722,1.0
-0.9711646413059857,-0.11127604198565451,0.0
